Palestinians
Palestinians
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Unaffiliated Individual(s)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Unaffiliated Individual(s)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Red Brigades
Protestant Extremists
Red Brigades
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Palestinians
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Palestinians
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Palestinians
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Sandinista National Liberation Front (FSLN)
Protestant Extremists
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Armenian Secret Army for the Liberation of Armenia
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
National Liberation Army of Colombia (ELN)
Ulster Volunteer Force (UVF)
Red Brigades
Protestant Extremists
Armenian Secret Army for the Liberation of Armenia
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Revolutionary Armed Forces of Colombia (FARC)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Revolutionary Armed Forces of Colombia (FARC)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Protestant Extremists
Protestant Extremists
National Liberation Army of Colombia (ELN)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Popular Liberation Army (EPL)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Moro National Liberation Front (MNLF)
Liberation Tigers of Tamil Eelam (LTTE)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Sandinista National Liberation Front (FSLN)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
National Liberation Army of Colombia (ELN)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Moro National Liberation Front (MNLF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Palestinians
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Unaffiliated Individual(s)
Unaffiliated Individual(s)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Palestinians
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Palestinians
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Palestinians
Palestinians
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Moro National Liberation Front (MNLF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Armenian Secret Army for the Liberation of Armenia
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Revolutionary Armed Forces of Colombia (FARC)
National Liberation Army of Colombia (ELN)
Ulster Freedom Fighters (UFF)
Popular Liberation Army (EPL)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Armenian Secret Army for the Liberation of Armenia
Armenian Secret Army for the Liberation of Armenia
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Red Brigades
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
National Liberation Army of Colombia (ELN)
Armenian Secret Army for the Liberation of Armenia
M-19 (Movement of April 19)
Armenian Secret Army for the Liberation of Armenia
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
New People's Army (NPA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Moro National Liberation Front (MNLF)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Unaffiliated Individual(s)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Red Brigades
Red Brigades
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
M-19 (Movement of April 19)
National Liberation Army of Colombia (ELN)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Moro National Liberation Front (MNLF)
Irish Republican Army (IRA)
Red Brigades
Red Brigades
Red Brigades
Ulster Volunteer Force (UVF)
Protestant Extremists
Revolutionary Armed Forces of Colombia (FARC)
Protestant Extremists
Red Brigades
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Red Brigades
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Moro National Liberation Front (MNLF)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Palestinians
Corsican National Liberation Front (FLNC)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Red Brigades
Ulster Volunteer Force (UVF)
Protestant Extremists
Moro National Liberation Front (MNLF)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Red Brigades
Irish Republican Army (IRA)
Unaffiliated Individual(s)
Corsican National Liberation Front (FLNC)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Revolutionary Armed Forces of Colombia (FARC)
Basque Fatherland and Freedom (ETA)
Palestinians
First of October Antifascist Resistance Group (GRAPO)
Ulster Freedom Fighters (UFF)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Red Brigades
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Red Brigades
Red Brigades
Red Brigades
Red Brigades
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
Sandinista National Liberation Front (FSLN)
Sandinista National Liberation Front (FSLN)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Red Brigades
Red Brigades
New People's Army (NPA)
Ulster Freedom Fighters (UFF)
Red Brigades
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Red Brigades
Ulster Freedom Fighters (UFF)
African National Congress (South Africa)
Red Brigades
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Protestant Extremists
Red Brigades
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Red Brigades
Basque Fatherland and Freedom (ETA)
First of October Antifascist Resistance Group (GRAPO)
Ulster Volunteer Force (UVF)
Red Brigades
First of October Antifascist Resistance Group (GRAPO)
Red Brigades
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
First of October Antifascist Resistance Group (GRAPO)
Basque Fatherland and Freedom (ETA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Protestant Extremists
First of October Antifascist Resistance Group (GRAPO)
Revolutionary Armed Forces of Colombia (FARC)
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
Basque Fatherland and Freedom (ETA)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Revolutionary Armed Forces of Colombia (FARC)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
First of October Antifascist Resistance Group (GRAPO)
Irish Republican Army (IRA)
Red Brigades
Revolutionary Armed Forces of Colombia (FARC)
Ulster Freedom Fighters (UFF)
Anti-Abortion Activists
Red Brigades
Red Brigades
Irish Republican Army (IRA)
African National Congress (South Africa)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Unaffiliated Individual(s)
Irish Republican Army (IRA)
National Liberation Army of Colombia (ELN)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Revolutionary Armed Forces of Colombia (FARC)
Ulster Volunteer Force (UVF)
National Liberation Army of Colombia (ELN)
Palestinians
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Popular Liberation Army (EPL)
Ulster Volunteer Force (UVF)
